# spliced functions with a per-symbol relocation record: 723
#   no-relocs        723
# DISAGREEMENTS: 0
#
# verdict       port targets                 c2 targets                   TU :: symbol
no-relocs       (none)                       (none)                       src/system/rndobj/EventTrigger.cpp :: ??0?$_List_iterator@UHideDelay@EventTrigger@@U?$_Const_traits@UHideDelay@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/EventTrigger.cpp :: ??0?$_List_iterator@UHideDelay@EventTrigger@@U?$_Nonconst_traits@UHideDelay@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/EventTrigger.cpp :: ??0?$_List_iterator@UProxyCall@EventTrigger@@U?$_Const_traits@UProxyCall@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/EventTrigger.cpp :: ??0?$_List_iterator@UProxyCall@EventTrigger@@U?$_Nonconst_traits@UProxyCall@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/EventTrigger.cpp :: ??0?$_List_iterator@VSymbol@@U?$_Const_traits@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/EventTrigger.cpp :: ??0?$_List_iterator@VSymbol@@U?$_Nonconst_traits@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Flare.cpp :: ??0?$_List_iterator@PAVRndMat@@U?$_Nonconst_traits@PAVRndMat@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Gen.cpp :: ??0?$_List_iterator@PAVRndAnimatable@@U?$_Nonconst_traits@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Gen.cpp :: ??0?$_List_iterator@PAVRndDrawable@@U?$_Nonconst_traits@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Gen.cpp :: ??0?$_List_iterator@UInstance@RndMultiMesh@@U?$_Const_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Gen.cpp :: ??0?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Gen.cpp :: ??0?$_List_iterator@VInstance@RndGenerator@@U?$_Const_traits@VInstance@RndGenerator@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Gen.cpp :: ??0?$_List_iterator@VInstance@RndGenerator@@U?$_Nonconst_traits@VInstance@RndGenerator@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Graph.cpp :: ??0?$_List_iterator@P6AXXZU?$_Nonconst_traits@P6AXXZ@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Graph.cpp :: ??0?$_List_iterator@PAVRndGraph@@U?$_Nonconst_traits@PAVRndGraph@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Graph.cpp :: ??0?$_List_iterator@UFakeGraph@@U?$_Nonconst_traits@UFakeGraph@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Group.cpp :: ??0?$_List_iterator@PAVRndAnimatable@@U?$_Nonconst_traits@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Group.cpp :: ??0?$_List_iterator@PAVRndDrawable@@U?$_Nonconst_traits@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Line.cpp :: ??0?$_List_iterator@PAVRndMat@@U?$_Nonconst_traits@PAVRndMat@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/LitAnim.cpp :: ?front@?$vector@V?$Key@VColor@Hmx@@@@V?$StlNodeAlloc@V?$Key@VColor@Hmx@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VColor@Hmx@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/Mat.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Mat.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Mat.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Mat.cpp :: ??0?$_List_iterator@VSymbol@@U?$_Nonconst_traits@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/MatAnim.cpp :: ?front@?$vector@V?$Key@M@@V?$StlNodeAlloc@V?$Key@M@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@M@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/MatAnim.cpp :: ?front@?$vector@V?$Key@VColor@Hmx@@@@V?$StlNodeAlloc@V?$Key@VColor@Hmx@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VColor@Hmx@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/MatAnim.cpp :: ?front@?$vector@V?$Key@VTexPtr@RndMatAnim@@@@V?$StlNodeAlloc@V?$Key@VTexPtr@RndMatAnim@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VTexPtr@RndMatAnim@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/MatAnim.cpp :: ?front@?$vector@V?$Key@VVector3@@@@V?$StlNodeAlloc@V?$Key@VVector3@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VVector3@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/Mesh.cpp :: ??0?$_List_iterator@HU?$_Const_traits@H@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Mesh.cpp :: ??0?$_List_iterator@HU?$_Nonconst_traits@H@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Mesh.cpp :: ??0?$_List_iterator@PAVRndMat@@U?$_Nonconst_traits@PAVRndMat@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Mesh.cpp :: ??0?$_List_iterator@PAVRndTransformable@@U?$_Nonconst_traits@PAVRndTransformable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Mesh.cpp :: ??0?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Mesh.cpp :: ??0?$_List_iterator@VBSPFace@@U?$_Nonconst_traits@VBSPFace@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Mesh.cpp :: ??0?$_List_iterator@VPlane@@U?$_Const_traits@VPlane@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Mesh.cpp :: ??0?$_List_iterator@VPlane@@U?$_Nonconst_traits@VPlane@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Mesh.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Mesh.cpp :: ?front@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QBAABHXZ
no-relocs       (none)                       (none)                       src/system/rndobj/MeshAnim.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/MeshAnim.cpp :: ?front@?$vector@V?$Key@V?$vector@VColor@Hmx@@V?$StlNodeAlloc@VColor@Hmx@@@stlpmtx_std@@@stlpmtx_std@@@@V?$StlNodeAlloc@V?$Key@V?$vector@VColor@Hmx@@V?$StlNodeAlloc@VColor@Hmx@@@stlpmtx_std@@@stlpmtx_std@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@V?$vector@VColor@Hmx@@V?$StlNodeAlloc@VColor@Hmx@@@stlpmtx_std@@@stlpmtx_std@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/MeshAnim.cpp :: ?front@?$vector@V?$Key@V?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@@@V?$StlNodeAlloc@V?$Key@V?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@V?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/MeshAnim.cpp :: ?front@?$vector@V?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@V?$StlNodeAlloc@V?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/MetaMaterial.cpp :: ??0?$_List_iterator@VSymbol@@U?$_Nonconst_traits@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Morph.cpp :: ?front@?$vector@V?$Key@M@@V?$StlNodeAlloc@V?$Key@M@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@M@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/MotionBlur.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/MotionBlur.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/MultiMesh.cpp :: ??0?$_List_iterator@PAVRndDrawable@@U?$_Nonconst_traits@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/MultiMesh.cpp :: ??0?$_List_iterator@PAVRndMat@@U?$_Nonconst_traits@PAVRndMat@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/MultiMesh.cpp :: ??0?$_List_iterator@PAVRndTransformable@@U?$_Const_traits@PAVRndTransformable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/MultiMesh.cpp :: ??0?$_List_iterator@U?$pair@PAVRndMultiMeshProxy@@H@stlpmtx_std@@U?$_Nonconst_traits@U?$pair@PAVRndMultiMeshProxy@@H@stlpmtx_std@@@2@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/MultiMesh.cpp :: ??0?$_List_iterator@UCollision@RndDrawable@@U?$_Nonconst_traits@UCollision@RndDrawable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/MultiMesh.cpp :: ??0?$_List_iterator@UInstance@RndMultiMesh@@U?$_Const_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/MultiMesh.cpp :: ??0?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/MultiMesh.cpp :: ??0?$_List_iterator@VTransform@@U?$_Nonconst_traits@VTransform@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/MultiMeshProxy.cpp :: ??0?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Overlay.cpp :: ??0?$_List_iterator@PAVRndOverlay@@U?$_Nonconst_traits@PAVRndOverlay@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Overlay.cpp :: ??0?$_List_iterator@VString@@U?$_Const_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Overlay.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Part.cpp :: ??0?$_List_iterator@PAVRndMat@@U?$_Nonconst_traits@PAVRndMat@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Part.cpp :: ??0?$_List_iterator@VPlane@@U?$_Nonconst_traits@VPlane@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Part.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/PartAnim.cpp :: ?front@?$vector@V?$Key@VColor@Hmx@@@@V?$StlNodeAlloc@V?$Key@VColor@Hmx@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VColor@Hmx@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/PartAnim.cpp :: ?front@?$vector@V?$Key@VVector2@@@@V?$StlNodeAlloc@V?$Key@VVector2@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VVector2@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/PollAnim.cpp :: ??0?$_List_iterator@PAVRndAnimatable@@U?$_Nonconst_traits@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/PropAnim.cpp :: ??0?$_List_iterator@PAVPropKeys@@U?$_Const_traits@PAVPropKeys@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/PropAnim.cpp :: ??0?$_List_iterator@PAVPropKeys@@U?$_Nonconst_traits@PAVPropKeys@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/PropAnim.cpp :: ??0?$_List_iterator@VString@@U?$_Const_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/PropAnim.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/PropAnim.cpp :: ?front@?$vector@V?$Key@M@@V?$StlNodeAlloc@V?$Key@M@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@M@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/PropAnim.cpp :: ?front@?$vector@V?$Key@VColor@Hmx@@@@V?$StlNodeAlloc@V?$Key@VColor@Hmx@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VColor@Hmx@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/PropAnim.cpp :: ?front@?$vector@V?$Key@VObjectStage@@@@V?$StlNodeAlloc@V?$Key@VObjectStage@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VObjectStage@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/PropAnim.cpp :: ?front@?$vector@V?$Key@VQuat@Hmx@@@@V?$StlNodeAlloc@V?$Key@VQuat@Hmx@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VQuat@Hmx@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/PropAnim.cpp :: ?front@?$vector@V?$Key@VSymbol@@@@V?$StlNodeAlloc@V?$Key@VSymbol@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VSymbol@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/PropAnim.cpp :: ?front@?$vector@V?$Key@VVector3@@@@V?$StlNodeAlloc@V?$Key@VVector3@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VVector3@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/PropAnim.cpp :: ?front@?$vector@V?$Key@_N@@V?$StlNodeAlloc@V?$Key@_N@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@_N@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/PropKeys.cpp :: ?front@?$vector@V?$Key@M@@V?$StlNodeAlloc@V?$Key@M@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@M@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/PropKeys.cpp :: ?front@?$vector@V?$Key@VColor@Hmx@@@@V?$StlNodeAlloc@V?$Key@VColor@Hmx@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VColor@Hmx@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/PropKeys.cpp :: ?front@?$vector@V?$Key@VObjectStage@@@@V?$StlNodeAlloc@V?$Key@VObjectStage@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VObjectStage@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/PropKeys.cpp :: ?front@?$vector@V?$Key@VQuat@Hmx@@@@V?$StlNodeAlloc@V?$Key@VQuat@Hmx@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VQuat@Hmx@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/PropKeys.cpp :: ?front@?$vector@V?$Key@VSymbol@@@@V?$StlNodeAlloc@V?$Key@VSymbol@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VSymbol@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/PropKeys.cpp :: ?front@?$vector@V?$Key@VVector3@@@@V?$StlNodeAlloc@V?$Key@VVector3@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VVector3@@@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/PropKeys.cpp :: ?front@?$vector@V?$Key@_N@@V?$StlNodeAlloc@V?$Key@_N@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@_N@@XZ
no-relocs       (none)                       (none)                       src/system/rndobj/Rnd.cpp :: ??0?$_List_iterator@P6AXXZU?$_Nonconst_traits@P6AXXZ@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Rnd.cpp :: ??0?$_List_iterator@PAUCompressTexDesc@Rnd@@U?$_Nonconst_traits@PAUCompressTexDesc@Rnd@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Rnd.cpp :: ??0?$_List_iterator@PAVPostProcessor@@U?$_Nonconst_traits@PAVPostProcessor@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Rnd.cpp :: ??0?$_List_iterator@U?$pair@VTimer@@VTimerStats@@@stlpmtx_std@@U?$_Nonconst_traits@U?$pair@VTimer@@VTimerStats@@@stlpmtx_std@@@2@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Rnd.cpp :: ??0?$_List_iterator@UPointTest@Rnd@@U?$_Nonconst_traits@UPointTest@Rnd@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Rnd.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Rnd.cpp :: ?front@?$vector@PADV?$StlNodeAlloc@PAD@stlpmtx_std@@@stlpmtx_std@@QAAAAPADXZ
no-relocs       (none)                       (none)                       src/system/rndobj/ScreenMask.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Set.cpp :: ??0?$_List_iterator@PAVObject@Hmx@@U?$_Const_traits@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Set.cpp :: ??0?$_List_iterator@PAVObject@Hmx@@U?$_Nonconst_traits@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Set.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Set.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/ShaderMgr.cpp :: ??0?$_List_iterator@UShaderTree@RndShaderMgr@@U?$_Nonconst_traits@UShaderTree@RndShaderMgr@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/ShaderMgr.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/ShadowMap.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/SoftParticles.cpp :: ??0?$_List_iterator@PAVRndDrawable@@U?$_Nonconst_traits@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/TexBlender.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/TexProc.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/TexRenderer.cpp :: ??0?$_List_iterator@PAVRndAnimatable@@U?$_Nonconst_traits@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/TexRenderer.cpp :: ??0?$_List_iterator@PAVRndDrawable@@U?$_Nonconst_traits@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/TexRenderer.cpp :: ??0?$_List_iterator@PAVRndPollable@@U?$_Nonconst_traits@PAVRndPollable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/TexRenderer.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Text.cpp :: ??0?$_List_iterator@MU?$_Const_traits@M@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Text.cpp :: ??0?$_List_iterator@MU?$_Nonconst_traits@M@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Text.cpp :: ??0?$_List_iterator@PAVFontMapBase@RndText@@U?$_Nonconst_traits@PAVFontMapBase@RndText@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/rndobj/Text.cpp :: ??0?$_List_iterator@PAVRndMat@@U?$_Nonconst_traits@PAVRndMat@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
