# DISASSEMBLY-DERIVED — generated by docs/whitebox/scripts/build_strings.py.
# Literals from c2.dll plus the functions that reference them. Do not paste
# any value into crates/ without a docs/whitebox/DISCLOSURE.md entry.
addr	section	len	nxref	xref_funcs	source	value
10b1b044	.text	7	0		raw	divdu.
10b1b04c	.text	6	0		raw	divdu
10b1b054	.text	7	0		raw	divdo.
10b1b05c	.text	6	0		raw	divdo
10b1b064	.text	6	0		raw	divd.
10b1b06c	.text	5	0		raw	divd
10b1b074	.text	8	0		raw	dcbz128
10b1b07c	.text	5	0		raw	dcbz
10b1b084	.text	7	0		raw	dcbtst
10b1b08c	.text	5	0		raw	dcbt
10b1b094	.text	6	0		raw	dcbst
10b1b09c	.text	5	0		raw	dcbi
10b1b0a4	.text	5	0		raw	dcbf
10b1b0ac	.text	6	0		raw	crxor
10b1b0b4	.text	8	0		ghidra+raw	crorc
10b1b0bc	.text	5	0		raw	cror
10b1b0c4	.text	8	0		ghidra+raw	crnor
10b1b0cc	.text	8	0		ghidra+raw	crnand
10b1b0d4	.text	6	0		raw	creqv
10b1b0dc	.text	8	0		ghidra+raw	crandc
10b1b0e4	.text	8	0		ghidra+raw	crand
10b1b0ec	.text	8	0		raw	cntlzw.
10b1b0f4	.text	7	0		raw	cntlzw
10b1b0fc	.text	7	0		raw	cntlzd
10b1b104	.text	8	0		ghidra+raw	cmpli
10b1b10c	.text	5	0		raw	cmpl
10b1b114	.text	5	0		raw	cmpi
10b1b128	.text	6	0		raw	bctrl
10b1b130	.text	5	0		raw	bctr
10b1b138	.text	6	0		raw	bclrl
10b1b140	.text	5	0		raw	bclr
10b1b148	.text	5	0		raw	bcla
10b1b154	.text	7	0		raw	bcctrl
10b1b15c	.text	6	0		raw	bcctr
10b1b174	.text	8	0		ghidra+raw	andis.
10b1b17c	.text	6	0		raw	andi.
10b1b184	.text	6	0		raw	andc.
10b1b18c	.text	5	0		raw	andc
10b1b194	.text	5	0		raw	and.
10b1b1a0	.text	8	0		raw	addzeo.
10b1b1a8	.text	7	0		raw	addzeo
10b1b1b0	.text	7	0		raw	addze.
10b1b1b8	.text	6	0		raw	addze
10b1b1c0	.text	6	0		raw	addo.
10b1b1c8	.text	5	0		raw	addo
10b1b1d0	.text	8	0		raw	addmeo.
10b1b1d8	.text	7	0		raw	addmeo
10b1b1e0	.text	7	0		raw	addme.
10b1b1e8	.text	6	0		raw	addme
10b1b1f0	.text	8	0		ghidra+raw	addis
10b1b1f8	.text	7	0		raw	addic.
10b1b200	.text	8	0		ghidra+raw	addic
10b1b208	.text	5	0		raw	addi
10b1b210	.text	7	0		raw	addeo.
10b1b218	.text	6	0		raw	addeo
10b1b220	.text	8	0		ghidra+raw	adde.
10b1b228	.text	5	0		raw	adde
10b1b230	.text	7	0		raw	addco.
10b1b238	.text	6	0		raw	addco
10b1b240	.text	6	0		raw	addc.
10b1b248	.text	5	0		raw	addc
10b1b250	.text	5	0		raw	add.
10b1b258	.text	7	2	10c00900	ghidra+raw	_first
10b1dc2c	.text	62	1	10c00d71	ghidra	%s. First unused register: %s\n
10b1dc6c	.text	36	1	10c00dfc	ghidra	Expected integer\n
10b1dc90	.text	40	1	10c00e82	ghidra	Invalid SPR number\n
10b1dcb8	.text	74	1	10c00f49	ghidra	Signed immediate value out of range\n
10b1dd08	.text	78	1	10c00f49	ghidra	Unsigned immediate value out of range\n
10b1dd58	.text	62	1	10c0125c	ghidra	Unknown store instruction type
10b1dda0	.text	172	1	10c015a4	ghidra	Vector ABI was violated.  Extra load/stores generated to ensure stackframe integrity\n
10b1de50	.text	164	1	10c015a4	ghidra	FP ABI was violated.  Extra load/stores generated to ensure stackframe integrity\n
10b1def8	.text	174	1	10c015a4	ghidra	Integer ABI was violated.  Extra load/stores generated to ensure stackframe integrity\n
10b1dfa8	.text	38	1	10c017ae	ghidra	Undefined label %s
10b1dfd0	.text	7	0		raw	fmov.s
10b1dfd8	.text	5	0		raw	fmov
10b1dff0	.text	54	1	10c01bd4	ghidra	Expected integer register\n
10b1e028	.text	44	1	10c01bd4	ghidra	Expected FP register\n
10b1e058	.text	64	1	10c01bd4	ghidra	Expected VMX32 vector register\n
10b1e098	.text	44	1	10c01bd4	ghidra	Expected CR register\n
10b1e0c8	.text	66	1	10c01bd4	ghidra	Expected VMX128 vector register\n
10b1e10c	.text	50	1	10c01bd4	ghidra	Did not expect register\n
10b1e140	.text	36	1	10c01bd4	ghidra	Symbol not found\n
10b1e168	.text	100	1	10c01d50	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\ppc\\inlnasm.c
10b1e1cc	.text	36	1	10c01d50	ghidra	Unknown register\n
10b1e1f0	.text	48	1	10c01d50	ghidra	Expected base register\n
10b1e224	.text	62	1	10c01d50	ghidra	Immediate offset out of range\n
10b1e268	.text	86	1	10c01d50	ghidra	Internal error - invalid fixup symbol key\n
10b1e2c0	.text	42	1	10c01d50	ghidra	Unexpected argument\n
10b1e2ec	.text	56	1	10c01f23	ghidra	n should be greater than 0\n
10b1e324	.text	52	1	10c01f23	ghidra	n should be less than 32\n
10b1e358	.text	52	1	10c01f23	ghidra	n should be less than 64\n
10b1e390	.text	72	1	10c01f23	ghidra	Requirement violated: n <= b <= 31\n
10b1e3d8	.text	72	1	10c01f23	ghidra	Requirement violated: n <= b <= 63\n
10b1e420	.text	36	7	10c01f23,10c027d3	ghidra	Invalid operands\n
10b1e444	.text	6	1	10c02767	ghidra+raw	Label
10b1e44c	.text	60	1	10c027d3	ghidra	Unsupported instruction form\n
10b1e488	.text	80	1	10c027d3	ghidra	First and third operands must be equal\n
10b1e4d8	.text	78	2	10c027d3	ghidra	First and last operands must be equal\n
10b1e528	.text	98	1	10c027d3	ghidra	Last operand of vperm128 must be in first 8 VRs\n
10b1e58c	.text	56	1	10c027d3	ghidra	VMX128 extensions disabled\n
10b1e5c8	.text	80	1	10c027d3	ghidra	NOPALIGN accepts only 8 byte alignment\n
10b1e618	.text	46	1	10c027d3	ghidra	DCD not yet supported\n
10b1e648	.text	50	1	10c027d3	ghidra	Expected rs in 2nd arg \n
10b1e67c	.text	30	1	10c027d3	ghidra	Expected SPR \n
10b1e69c	.text	28	1	10c027d3	ghidra	Expected rd \n
10b1e6b8	.text	74	1	10c027d3	ghidra	Displacement must be 4-byte aligned\n
10b1e704	.text	32	1	10c027d3	ghidra	Expected label\n
10b1e724	.text	30	1	10c027d3	ghidra	BI is screwey\n
10b1e748	.text	132	1	10c027d3	ghidra	Backend doesn't support encoding of branch always.  Use b/blr/bl\n
10b1e7d0	.text	118	1	10c027d3	ghidra	Backend doesn't support encoding of CTR changes, use bdnz\n
10b1e848	.text	44	2	10c027d3	ghidra	Invalid CR specified\n
10b1e878	.text	102	1	10c027d3	ghidra	No branch target specified.  Ignoring instruction\n
10b1e8e0	.text	92	1	10c027d3	ghidra	r0 will represent 0.  Did you mean to use LI?
10b1e940	.text	66	1	10c027d3	ghidra	Opcode not supported by backend\n
10b1e988	.text	82	1	10c027d3	ghidra	*** My iform table doesn't match global\n
10b1e9dc	.text	30	1	10c027d3	ghidra	Unknown opcode
10b1e9fc	.text	34	1	10c027d3	ghidra	Label redefined\n
10b1ea20	.text	14	1		ghidra+raw	__restvmx_127
10b1ea30	.text	14	1		ghidra+raw	__restvmx_126
10b1ea40	.text	14	1		ghidra+raw	__restvmx_125
10b1ea50	.text	14	1		ghidra+raw	__restvmx_124
10b1ea60	.text	14	1		ghidra+raw	__restvmx_123
10b1ea70	.text	14	1		ghidra+raw	__restvmx_122
10b1ea80	.text	14	1		ghidra+raw	__restvmx_121
10b1ea90	.text	14	1		ghidra+raw	__restvmx_120
10b1eaa0	.text	14	1		ghidra+raw	__restvmx_119
10b1eab0	.text	14	1		ghidra+raw	__restvmx_118
10b1eac0	.text	14	1		ghidra+raw	__restvmx_117
10b1ead0	.text	14	1		ghidra+raw	__restvmx_116
10b1eae0	.text	14	1		ghidra+raw	__restvmx_115
10b1eaf0	.text	14	1		ghidra+raw	__restvmx_114
10b1eb00	.text	14	1		ghidra+raw	__restvmx_113
10b1eb10	.text	14	1		ghidra+raw	__restvmx_112
10b1eb20	.text	14	1		ghidra+raw	__restvmx_111
10b1eb30	.text	14	1		ghidra+raw	__restvmx_110
10b1eb40	.text	14	1		ghidra+raw	__restvmx_109
10b1eb50	.text	14	1		ghidra+raw	__restvmx_108
10b1eb60	.text	14	1		ghidra+raw	__restvmx_107
10b1eb70	.text	14	1		ghidra+raw	__restvmx_106
10b1eb80	.text	14	1		ghidra+raw	__restvmx_105
10b1eb90	.text	14	1		ghidra+raw	__restvmx_104
10b1eba0	.text	14	1		ghidra+raw	__restvmx_103
10b1ebb0	.text	14	1		ghidra+raw	__restvmx_102
10b1ebc0	.text	14	1		ghidra+raw	__restvmx_101
10b1ebd0	.text	14	1		ghidra+raw	__restvmx_100
10b1ebe0	.text	13	1		ghidra+raw	__restvmx_99
10b1ebf0	.text	13	1		ghidra+raw	__restvmx_98
10b1ec00	.text	13	1		ghidra+raw	__restvmx_97
10b1ec10	.text	13	1		ghidra+raw	__restvmx_96
10b1ec20	.text	13	1		ghidra+raw	__restvmx_95
10b1ec30	.text	13	1		ghidra+raw	__restvmx_94
10b1ec40	.text	13	1		ghidra+raw	__restvmx_93
10b1ec50	.text	13	1		ghidra+raw	__restvmx_92
10b1ec60	.text	13	1		ghidra+raw	__restvmx_91
10b1ec70	.text	13	1		ghidra+raw	__restvmx_90
10b1ec80	.text	13	1		ghidra+raw	__restvmx_89
10b1ec90	.text	13	1		ghidra+raw	__restvmx_88
10b1eca0	.text	13	1		ghidra+raw	__restvmx_87
10b1ecb0	.text	13	1		ghidra+raw	__restvmx_86
10b1ecc0	.text	13	1		ghidra+raw	__restvmx_85
10b1ecd0	.text	13	1		ghidra+raw	__restvmx_84
10b1ece0	.text	13	1		ghidra+raw	__restvmx_83
10b1ecf0	.text	13	1		ghidra+raw	__restvmx_82
10b1ed00	.text	13	1		ghidra+raw	__restvmx_81
10b1ed10	.text	13	1		ghidra+raw	__restvmx_80
10b1ed20	.text	13	1		ghidra+raw	__restvmx_79
10b1ed30	.text	13	1		ghidra+raw	__restvmx_78
10b1ed40	.text	13	1		ghidra+raw	__restvmx_77
10b1ed50	.text	13	1		ghidra+raw	__restvmx_76
10b1ed60	.text	13	1		ghidra+raw	__restvmx_75
10b1ed70	.text	13	1		ghidra+raw	__restvmx_74
10b1ed80	.text	13	1		ghidra+raw	__restvmx_73
10b1ed90	.text	13	1		ghidra+raw	__restvmx_72
10b1eda0	.text	13	1		ghidra+raw	__restvmx_71
10b1edb0	.text	13	1		ghidra+raw	__restvmx_70
10b1edc0	.text	13	1		ghidra+raw	__restvmx_69
10b1edd0	.text	13	1		ghidra+raw	__restvmx_68
10b1ede0	.text	13	1		ghidra+raw	__restvmx_67
10b1edf0	.text	13	1		ghidra+raw	__restvmx_66
10b1ee00	.text	13	1		ghidra+raw	__restvmx_65
10b1ee10	.text	13	1		ghidra+raw	__restvmx_64
10b1ee20	.text	13	1		ghidra+raw	__restvmx_63
10b1ee30	.text	13	1		ghidra+raw	__restvmx_62
10b1ee40	.text	13	1		ghidra+raw	__restvmx_61
10b1ee50	.text	13	1		ghidra+raw	__restvmx_60
10b1ee60	.text	13	1		ghidra+raw	__restvmx_59
10b1ee70	.text	13	1		ghidra+raw	__restvmx_58
10b1ee80	.text	13	1		ghidra+raw	__restvmx_57
10b1ee90	.text	13	1		ghidra+raw	__restvmx_56
10b1eea0	.text	13	1		ghidra+raw	__restvmx_55
10b1eeb0	.text	13	1		ghidra+raw	__restvmx_54
10b1eec0	.text	13	1		ghidra+raw	__restvmx_53
10b1eed0	.text	13	1		ghidra+raw	__restvmx_52
10b1eee0	.text	13	1		ghidra+raw	__restvmx_51
10b1eef0	.text	13	1		ghidra+raw	__restvmx_50
10b1ef00	.text	13	1		ghidra+raw	__restvmx_49
10b1ef10	.text	13	1		ghidra+raw	__restvmx_48
10b1ef20	.text	13	1		ghidra+raw	__restvmx_47
10b1ef30	.text	13	1		ghidra+raw	__restvmx_46
10b1ef40	.text	13	1		ghidra+raw	__restvmx_45
10b1ef50	.text	13	1		ghidra+raw	__restvmx_44
10b1ef60	.text	13	1		ghidra+raw	__restvmx_43
10b1ef70	.text	13	1		ghidra+raw	__restvmx_42
10b1ef80	.text	13	1		ghidra+raw	__restvmx_41
10b1ef90	.text	13	1		ghidra+raw	__restvmx_40
10b1efa0	.text	13	1		ghidra+raw	__restvmx_39
10b1efb0	.text	13	1		ghidra+raw	__restvmx_38
10b1efc0	.text	13	1		ghidra+raw	__restvmx_37
10b1efd0	.text	13	1		ghidra+raw	__restvmx_36
10b1efe0	.text	13	1		ghidra+raw	__restvmx_35
10b1eff0	.text	13	1		ghidra+raw	__restvmx_34
10b1f000	.text	13	1		ghidra+raw	__restvmx_33
10b1f010	.text	13	1		ghidra+raw	__restvmx_32
10b1f020	.text	13	1		ghidra+raw	__restvmx_31
10b1f030	.text	13	1		ghidra+raw	__restvmx_30
10b1f040	.text	13	1		ghidra+raw	__restvmx_29
10b1f050	.text	13	1		ghidra+raw	__restvmx_28
10b1f060	.text	13	1		ghidra+raw	__restvmx_27
10b1f070	.text	13	1		ghidra+raw	__restvmx_26
10b1f080	.text	13	1		ghidra+raw	__restvmx_25
10b1f090	.text	13	1		ghidra+raw	__restvmx_24
10b1f0a0	.text	13	1		ghidra+raw	__restvmx_23
10b1f0b0	.text	13	1		ghidra+raw	__restvmx_22
10b1f0c0	.text	13	1		ghidra+raw	__restvmx_21
10b1f0d0	.text	13	1		ghidra+raw	__restvmx_20
10b1f0e0	.text	13	1		ghidra+raw	__restvmx_19
10b1f0f0	.text	13	1		ghidra+raw	__restvmx_18
10b1f100	.text	13	1		ghidra+raw	__restvmx_17
10b1f110	.text	13	1		ghidra+raw	__restvmx_16
10b1f120	.text	13	1		ghidra+raw	__restvmx_15
10b1f130	.text	13	1		ghidra+raw	__restvmx_14
10b1f140	.text	13	1		ghidra+raw	__restfpr_31
10b1f150	.text	13	1		ghidra+raw	__restfpr_30
10b1f160	.text	13	1		ghidra+raw	__restfpr_29
10b1f170	.text	13	1		ghidra+raw	__restfpr_28
10b1f180	.text	13	1		ghidra+raw	__restfpr_27
10b1f190	.text	13	1		ghidra+raw	__restfpr_26
10b1f1a0	.text	13	1		ghidra+raw	__restfpr_25
10b1f1b0	.text	13	1		ghidra+raw	__restfpr_24
10b1f1c0	.text	13	1		ghidra+raw	__restfpr_23
10b1f1d0	.text	13	1		ghidra+raw	__restfpr_22
10b1f1e0	.text	13	1		ghidra+raw	__restfpr_21
10b1f1f0	.text	13	1		ghidra+raw	__restfpr_20
10b1f200	.text	13	1		ghidra+raw	__restfpr_19
10b1f210	.text	13	1		ghidra+raw	__restfpr_18
10b1f220	.text	13	1		ghidra+raw	__restfpr_17
10b1f230	.text	13	1		ghidra+raw	__restfpr_16
10b1f240	.text	13	1		ghidra+raw	__restfpr_15
10b1f250	.text	16	0		ghidra+raw	__restfpr_14
10b1f260	.text	15	1		ghidra+raw	__restgprlr_31
10b1f270	.text	15	1		ghidra+raw	__restgprlr_30
10b1f280	.text	15	1		ghidra+raw	__restgprlr_29
10b1f290	.text	15	1		ghidra+raw	__restgprlr_28
10b1f2a0	.text	15	1		ghidra+raw	__restgprlr_27
10b1f2b0	.text	15	1		ghidra+raw	__restgprlr_26
10b1f2c0	.text	15	1		ghidra+raw	__restgprlr_25
10b1f2d0	.text	15	1		ghidra+raw	__restgprlr_24
10b1f2e0	.text	15	1		ghidra+raw	__restgprlr_23
10b1f2f0	.text	15	1		ghidra+raw	__restgprlr_22
10b1f300	.text	15	1		ghidra+raw	__restgprlr_21
10b1f310	.text	15	1		ghidra+raw	__restgprlr_20
10b1f320	.text	15	1		ghidra+raw	__restgprlr_19
10b1f330	.text	15	1		ghidra+raw	__restgprlr_18
10b1f340	.text	15	1		ghidra+raw	__restgprlr_17
10b1f350	.text	15	1		ghidra+raw	__restgprlr_16
10b1f360	.text	15	1		ghidra+raw	__restgprlr_15
10b1f370	.text	15	1		ghidra+raw	__restgprlr_14
10b1f380	.text	15	1		ghidra+raw	__restgprlr_13
10b1f390	.text	14	1		ghidra+raw	__savevmx_127
10b1f3a0	.text	14	1		ghidra+raw	__savevmx_126
10b1f3b0	.text	14	1		ghidra+raw	__savevmx_125
10b1f3c0	.text	14	1		ghidra+raw	__savevmx_124
10b1f3d0	.text	14	1		ghidra+raw	__savevmx_123
10b1f3e0	.text	14	1		ghidra+raw	__savevmx_122
10b1f3f0	.text	14	1		ghidra+raw	__savevmx_121
10b1f400	.text	14	1		ghidra+raw	__savevmx_120
10b1f410	.text	14	1		ghidra+raw	__savevmx_119
10b1f420	.text	14	1		ghidra+raw	__savevmx_118
10b1f430	.text	14	1		ghidra+raw	__savevmx_117
10b1f440	.text	14	1		ghidra+raw	__savevmx_116
10b1f450	.text	14	1		ghidra+raw	__savevmx_115
10b1f460	.text	14	1		ghidra+raw	__savevmx_114
10b1f470	.text	14	1		ghidra+raw	__savevmx_113
10b1f480	.text	14	1		ghidra+raw	__savevmx_112
10b1f490	.text	14	1		ghidra+raw	__savevmx_111
10b1f4a0	.text	14	1		ghidra+raw	__savevmx_110
10b1f4b0	.text	14	1		ghidra+raw	__savevmx_109
10b1f4c0	.text	14	1		ghidra+raw	__savevmx_108
10b1f4d0	.text	14	1		ghidra+raw	__savevmx_107
10b1f4e0	.text	14	1		ghidra+raw	__savevmx_106
10b1f4f0	.text	14	1		ghidra+raw	__savevmx_105
10b1f500	.text	14	1		ghidra+raw	__savevmx_104
10b1f510	.text	14	1		ghidra+raw	__savevmx_103
10b1f520	.text	14	1		ghidra+raw	__savevmx_102
10b1f530	.text	14	1		ghidra+raw	__savevmx_101
10b1f540	.text	14	1		ghidra+raw	__savevmx_100
10b1f550	.text	13	1		ghidra+raw	__savevmx_99
10b1f560	.text	13	1		ghidra+raw	__savevmx_98
10b1f570	.text	13	1		ghidra+raw	__savevmx_97
10b1f580	.text	13	1		ghidra+raw	__savevmx_96
10b1f590	.text	13	1		ghidra+raw	__savevmx_95
10b1f5a0	.text	13	1		ghidra+raw	__savevmx_94
10b1f5b0	.text	13	1		ghidra+raw	__savevmx_93
10b1f5c0	.text	13	1		ghidra+raw	__savevmx_92
10b1f5d0	.text	13	1		ghidra+raw	__savevmx_91
10b1f5e0	.text	13	1		ghidra+raw	__savevmx_90
10b1f5f0	.text	13	1		ghidra+raw	__savevmx_89
10b1f600	.text	13	1		ghidra+raw	__savevmx_88
10b1f610	.text	13	1		ghidra+raw	__savevmx_87
10b1f620	.text	13	1		ghidra+raw	__savevmx_86
10b1f630	.text	13	1		ghidra+raw	__savevmx_85
10b1f640	.text	13	1		ghidra+raw	__savevmx_84
10b1f650	.text	13	1		ghidra+raw	__savevmx_83
10b1f660	.text	13	1		ghidra+raw	__savevmx_82
10b1f670	.text	13	1		ghidra+raw	__savevmx_81
10b1f680	.text	13	1		ghidra+raw	__savevmx_80
10b1f690	.text	13	1		ghidra+raw	__savevmx_79
10b1f6a0	.text	13	1		ghidra+raw	__savevmx_78
10b1f6b0	.text	13	1		ghidra+raw	__savevmx_77
10b1f6c0	.text	13	1		ghidra+raw	__savevmx_76
10b1f6d0	.text	13	1		ghidra+raw	__savevmx_75
10b1f6e0	.text	13	1		ghidra+raw	__savevmx_74
10b1f6f0	.text	13	1		ghidra+raw	__savevmx_73
10b1f700	.text	13	1		ghidra+raw	__savevmx_72
10b1f710	.text	13	1		ghidra+raw	__savevmx_71
10b1f720	.text	13	1		ghidra+raw	__savevmx_70
10b1f730	.text	13	1		ghidra+raw	__savevmx_69
10b1f740	.text	13	1		ghidra+raw	__savevmx_68
10b1f750	.text	13	1		ghidra+raw	__savevmx_67
10b1f760	.text	13	1		ghidra+raw	__savevmx_66
10b1f770	.text	13	1		ghidra+raw	__savevmx_65
10b1f780	.text	13	1		ghidra+raw	__savevmx_64
10b1f790	.text	13	1		ghidra+raw	__savevmx_63
10b1f7a0	.text	13	1		ghidra+raw	__savevmx_62
10b1f7b0	.text	13	1		ghidra+raw	__savevmx_61
10b1f7c0	.text	13	1		ghidra+raw	__savevmx_60
10b1f7d0	.text	13	1		ghidra+raw	__savevmx_59
10b1f7e0	.text	13	1		ghidra+raw	__savevmx_58
10b1f7f0	.text	13	1		ghidra+raw	__savevmx_57
10b1f800	.text	13	1		ghidra+raw	__savevmx_56
10b1f810	.text	13	1		ghidra+raw	__savevmx_55
10b1f820	.text	13	1		ghidra+raw	__savevmx_54
10b1f830	.text	13	1		ghidra+raw	__savevmx_53
10b1f840	.text	13	1		ghidra+raw	__savevmx_52
10b1f850	.text	13	1		ghidra+raw	__savevmx_51
10b1f860	.text	13	1		ghidra+raw	__savevmx_50
10b1f870	.text	13	1		ghidra+raw	__savevmx_49
10b1f880	.text	13	1		ghidra+raw	__savevmx_48
10b1f890	.text	13	1		ghidra+raw	__savevmx_47
10b1f8a0	.text	13	1		ghidra+raw	__savevmx_46
10b1f8b0	.text	13	1		ghidra+raw	__savevmx_45
10b1f8c0	.text	13	1		ghidra+raw	__savevmx_44
10b1f8d0	.text	13	1		ghidra+raw	__savevmx_43
10b1f8e0	.text	13	1		ghidra+raw	__savevmx_42
10b1f8f0	.text	13	1		ghidra+raw	__savevmx_41
10b1f900	.text	13	1		ghidra+raw	__savevmx_40
10b1f910	.text	13	1		ghidra+raw	__savevmx_39
10b1f920	.text	13	1		ghidra+raw	__savevmx_38
10b1f930	.text	13	1		ghidra+raw	__savevmx_37
10b1f940	.text	13	1		ghidra+raw	__savevmx_36
10b1f950	.text	13	1		ghidra+raw	__savevmx_35
10b1f960	.text	13	1		ghidra+raw	__savevmx_34
10b1f970	.text	13	1		ghidra+raw	__savevmx_33
10b1f980	.text	13	1		ghidra+raw	__savevmx_32
10b1f990	.text	13	1		ghidra+raw	__savevmx_31
10b1f9a0	.text	13	1		ghidra+raw	__savevmx_30
10b1f9b0	.text	13	1		ghidra+raw	__savevmx_29
10b1f9c0	.text	13	1		ghidra+raw	__savevmx_28
10b1f9d0	.text	13	1		ghidra+raw	__savevmx_27
10b1f9e0	.text	13	1		ghidra+raw	__savevmx_26
10b1f9f0	.text	13	1		ghidra+raw	__savevmx_25
10b1fa00	.text	13	1		ghidra+raw	__savevmx_24
10b1fa10	.text	13	1		ghidra+raw	__savevmx_23
10b1fa20	.text	13	1		ghidra+raw	__savevmx_22
10b1fa30	.text	13	1		ghidra+raw	__savevmx_21
10b1fa40	.text	13	1		ghidra+raw	__savevmx_20
10b1fa50	.text	13	1		ghidra+raw	__savevmx_19
10b1fa60	.text	13	1		ghidra+raw	__savevmx_18
10b1fa70	.text	13	1		ghidra+raw	__savevmx_17
10b1fa80	.text	13	1		ghidra+raw	__savevmx_16
10b1fa90	.text	13	1		ghidra+raw	__savevmx_15
10b1faa0	.text	13	1		ghidra+raw	__savevmx_14
10b1fab0	.text	13	1		ghidra+raw	__savefpr_31
10b1fac0	.text	13	1		ghidra+raw	__savefpr_30
10b1fad0	.text	13	1		ghidra+raw	__savefpr_29
10b1fae0	.text	13	1		ghidra+raw	__savefpr_28
10b1faf0	.text	13	1		ghidra+raw	__savefpr_27
10b1fb00	.text	13	1		ghidra+raw	__savefpr_26
10b1fb10	.text	13	1		ghidra+raw	__savefpr_25
10b1fb20	.text	13	1		ghidra+raw	__savefpr_24
10b1fb30	.text	13	1		ghidra+raw	__savefpr_23
10b1fb40	.text	13	1		ghidra+raw	__savefpr_22
10b1fb50	.text	13	1		ghidra+raw	__savefpr_21
10b1fb60	.text	13	1		ghidra+raw	__savefpr_20
10b1fb70	.text	13	1		ghidra+raw	__savefpr_19
10b1fb80	.text	13	1		ghidra+raw	__savefpr_18
10b1fb90	.text	13	1		ghidra+raw	__savefpr_17
10b1fba0	.text	13	1		ghidra+raw	__savefpr_16
10b1fbb0	.text	13	1		ghidra+raw	__savefpr_15
10b1fbc0	.text	16	0		ghidra+raw	__savefpr_14
10b1fbd0	.text	15	1		ghidra+raw	__savegprlr_31
10b1fbe0	.text	15	1		ghidra+raw	__savegprlr_30
10b1fbf0	.text	15	1		ghidra+raw	__savegprlr_29
10b1fc00	.text	15	1		ghidra+raw	__savegprlr_28
10b1fc10	.text	15	1		ghidra+raw	__savegprlr_27
10b1fc20	.text	15	1		ghidra+raw	__savegprlr_26
10b1fc30	.text	15	1		ghidra+raw	__savegprlr_25
10b1fc40	.text	15	1		ghidra+raw	__savegprlr_24
10b1fc50	.text	15	1		ghidra+raw	__savegprlr_23
10b1fc60	.text	15	1		ghidra+raw	__savegprlr_22
10b1fc70	.text	15	1		ghidra+raw	__savegprlr_21
10b1fc80	.text	15	1		ghidra+raw	__savegprlr_20
10b1fc90	.text	15	1		ghidra+raw	__savegprlr_19
10b1fca0	.text	15	1		ghidra+raw	__savegprlr_18
10b1fcb0	.text	15	1		ghidra+raw	__savegprlr_17
10b1fcc0	.text	15	1		ghidra+raw	__savegprlr_16
10b1fcd0	.text	15	1		ghidra+raw	__savegprlr_15
10b1fce0	.text	15	1		ghidra+raw	__savegprlr_14
10b1fcf0	.text	15	1		ghidra+raw	__savegprlr_13
10b1fe38	.text	96	1	10c053e7	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\ppc\\lower.c
10b1fe98	.text	15	1	10c0e4b9	ghidra+raw	__r12_indirect
10b1fea8	.text	11	1	10c10c7d	ghidra	\tORG $%+ld
10b1fea9	.text	10	0		raw	ORG $%+ld
10b1feb4	.text	13	1		ghidra	\t.MODEL FLAT
10b1feb5	.text	12	0		raw	.MODEL FLAT
10b1fec4	.text	32	1		ghidra	\tTITLE\t%s\n\t.PPC
10b1fee8	.text	5	0		raw	ENDP
10b1fef0	.text	26	1	10c10cf1	ghidra+raw	; End code for function: 
10b1ff0c	.text	9	1	10c10d73	ghidra+raw	DCD 0x%x
10b1ff18	.text	9	1	10c10d73	ghidra+raw	DCD |%s|
10b1ff24	.text	9	1	10c10fce	ghidra+raw	%s = %ld
10b1ff30	.text	11	1	10c10fce	ghidra+raw	tv%d = %ld
10b1ff3c	.text	11	2	10c10fce	ghidra+raw	size = %ld
10b1ff50	.text	98	1	10c11060	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\ppc\\mdlist.c
10b1ffb4	.text	9	3	10c11096	ghidra+raw	%02x%02x
10b1ffc0	.text	6	1	10c11096	ghidra+raw	%05lx
10b1ffc8	.text	9	1		ghidra+raw	bytes=%d
10b1ffd8	.text	18	1	10c111cc	ghidra+raw	; Start of %sloop
10b1ffec	.text	6	2	10c111cc	ghidra+raw	cold 
10b1fff4	.text	28	1	10c11219	ghidra+raw	; Begin code for function: 
10b20010	.text	7	1	10c11219	ghidra+raw	COMDAT
10b20018	.text	10	1	10c11219	ghidra+raw	PROC NEAR
10b20024	.text	6	1	10c11219	ghidra+raw	.code
10b2002c	.text	9	1	10c11397	ghidra+raw	_fltused
10b20038	.text	9	1	10c117cf	ghidra+raw	XBOXKRNL
10b20044	.text	8	1	10c117cf	ghidra+raw	XAPILIB
10b2004c	.text	9	1	10c117cf	ghidra+raw	XAPILIBD
10b20058	.text	6	1	10c117cf	ghidra+raw	XAPID
10b20060	.text	5	0		raw	XAPI
10b20068	.text	98	1	10c1227f	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\ppc\\mdmisc.c
10b200cc	.text	11	2	10c1252c	ghidra+raw	__C2_11886
10b200d8	.text	8	1	10c1252c	ghidra+raw	.XBLD$W
10b200e0	.text	20	1		ghidra+raw	__PogoProbeVector20
10b200f4	.text	20	1		ghidra+raw	__PogoProbeVector19
10b20108	.text	20	1		ghidra+raw	__PogoProbeVector18
