# DISASSEMBLY-DERIVED — generated by docs/whitebox/scripts/build_map.py.
# Do not hand-edit; do not paste any value into crates/ without a
# docs/whitebox/DISCLOSURE.md entry. 'unknown' is a valid, respectable value.
addr	size	symbol_or_empty	cluster	confidence	ncallers	ncallees	evidence
10b3e5ce	76		unknown	unknown	1	2	-
10b3e61a	59		unknown	unknown	1	2	-
10b3e655	228		unknown	unknown	1	5	-
10b3e739	180		unknown	unknown	1	2	-
10b3e7ed	877		unknown	unknown	1	14	-
10b3eb5a	88		unknown	unknown	2	1	-
10b3ebb2	186		unknown	unknown	2	3	-
10b3ec6c	183		unknown	unknown	2	3	-
10b3ed23	143		unknown	unknown	2	5	-
10b3edb2	71		unknown	unknown	2	1	-
10b3edf9	183		unknown	unknown	2	2	-
10b3eeb0	25		unknown	unknown	1	0	-
10b3eec9	66		unknown	unknown	1	1	-
10b3ef0b	110		unknown	unknown	1	5	-
10b3ef79	99		unknown	unknown	1	2	-
10b3efdc	81		unknown	unknown	1	1	-
10b3f02d	33		unknown	unknown	2	1	-
10b3f04e	29		unknown	unknown	1	1	-
10b3f06b	59		unknown	unknown	2	1	-
10b3f0a6	31		unknown	unknown	1	2	-
10b3f0c5	59		unknown	unknown	1	2	-
10b3f100	112		unknown	unknown	2	3	-
10b3f170	56		unknown	unknown	1	3	-
10b3f1a8	64		unknown	unknown	1	3	-
10b3f1e8	82		unknown	unknown	1	3	-
10b3f23a	66		unknown	unknown	1	2	-
10b3f27c	65		unknown	unknown	2	2	-
10b3f2bd	179		unknown	unknown	1	3	-
10b3f370	44		unknown	unknown	2	1	-
10b3f39c	78		unknown	unknown	1	2	-
10b3f3ea	106		unknown	unknown	1	6	-
10b3f454	371		unknown	unknown	1	1	-
10b3f5c7	148		unknown	unknown	1	7	-
10b3f65b	140		unknown	unknown	1	2	-
10b3f6e7	317		unknown	unknown	1	9	-
10b3f824	974		unknown	unknown	1	9	-
10b3fbf2	135		unknown	unknown	2	4	-
10b3fc79	451		unknown	unknown	1	12	-
10b3fe3c	80		unknown	unknown	3	2	-
10b3fe8c	128		unknown	unknown	1	2	-
10b3ff0c	93		unknown	unknown	1	3	-
10b3ff69	35		unknown	unknown	1	2	-
10b3ff8c	340		unknown	unknown	1	4	-
10b400e0	183		unknown	unknown	1	3	-
10b40197	743		unknown	unknown	2	11	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b4047e	98		unknown	unknown	1	2	-
10b404e0	176		unknown	unknown	1	4	-
10b40590	3570		unknown	unknown	1	45	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b41382	253		unknown	unknown	1	6	-
10b4147f	54		unknown	unknown	2	3	-
10b414b5	72		unknown	unknown	1	2	-
10b414fd	44		unknown	unknown	2	2	-
10b41529	810		unknown	unknown	2	16	-
10b41853	42		unknown	unknown	4	2	-
10b4187d	205		unknown	unknown	1	5	-
10b4194a	21		unknown	unknown	1	1	-
10b4195f	34		unknown	unknown	1	0	-
10b41981	47		unknown	unknown	1	1	-
10b419b0	190		unknown	unknown	1	1	-
10b41a6e	37		unknown	unknown	7	0	-
10b41a93	286		unknown	unknown	1	2	-
10b41bb1	20		unknown	unknown	3	1	-
10b41bc5	56		unknown	unknown	1	1	-
10b41bfd	33		unknown	unknown	19	1	-
10b41c1e	33		unknown	unknown	2	1	-
10b41c3f	20		unknown	unknown	1	1	-
10b41c53	33		unknown	unknown	1	1	-
10b41c74	41		unknown	unknown	2	1	-
10b41c9d	43		unknown	unknown	2	1	-
10b41cc8	91		unknown	unknown	5	1	-
10b41d23	35		unknown	unknown	4	1	-
10b41d46	99		unknown	unknown	18	1	-
10b41da9	53		unknown	unknown	3	0	-
10b41dde	69		unknown	unknown	1	0	-
10b41e23	1150		unknown	unknown	1	10	-
10b422a1	60		unknown	unknown	1	2	-
10b422dd	193		unknown	unknown	1	3	-
10b4239e	227		unknown	unknown	1	5	-
10b42481	130		unknown	unknown	1	2	-
10b42503	81		unknown	unknown	3	1	-
10b42554	29		unknown	unknown	1	0	-
10b42571	19		unknown	unknown	3	1	-
10b42584	28		unknown	unknown	7	1	-
10b425a0	19		unknown	unknown	2	1	-
10b425b3	28		unknown	unknown	2	1	-
10b425cf	46		unknown	unknown	2	2	-
10b425fd	28		unknown	unknown	1	1	-
10b42619	49		unknown	unknown	1	1	-
10b4264a	75		unknown	unknown	1	0	-
10b42695	78		unknown	unknown	7	0	-
10b426e3	89		unknown	unknown	1	1	-
10b4273c	114		unknown	unknown	2	6	-
10b427ae	76		unknown	unknown	1	3	-
10b427fa	175		unknown	unknown	1	1	-
10b428a9	341		unknown	unknown	5	3	-
10b429fe	41		unknown	unknown	1	1	-
10b42a27	37		unknown	unknown	2	0	-
10b42a4c	31		unknown	unknown	2	0	-
10b42a6b	39		unknown	unknown	1	1	-
10b42a92	25		unknown	unknown	1	0	-
10b42aab	86		unknown	unknown	3	5	-
10b42b01	51		unknown	unknown	1	0	-
10b42b34	85		unknown	unknown	1	1	-
10b42b89	47		unknown	unknown	1	0	-
10b42bb8	433		unknown	unknown	1	1	-
10b42d69	82		unknown	unknown	2	3	-
10b42dbb	58		unknown	unknown	3	3	-
10b42df5	49		unknown	unknown	6	2	-
10b42e26	181		unknown	unknown	2	5	-
10b42edb	43		unknown	unknown	2	1	-
10b42f06	32		unknown	unknown	11	1	-
10b42f26	42		unknown	unknown	1	2	-
10b42f50	43		unknown	unknown	2	1	-
10b42f7b	32		unknown	unknown	4	1	-
10b42f9b	42		unknown	unknown	1	2	-
10b42fc5	303		unknown	unknown	1	8	-
10b430f4	600		unknown	unknown	1	9	-
10b4334c	330		unknown	unknown	1	9	-
10b43496	150		unknown	unknown	1	7	-
10b4352c	347		unknown	unknown	2	10	-
10b43687	258		unknown	unknown	1	3	-
10b43789	476		unknown	unknown	1	13	-
10b43965	533		unknown	unknown	1	13	-
10b43b7a	435		unknown	unknown	1	2	-
10b43d2d	48		unknown	unknown	2	1	-
10b43d5d	51		unknown	unknown	2	2	-
10b43d90	56		unknown	unknown	1	1	-
10b43dc8	39		unknown	unknown	1	0	-
10b43def	489		unknown	unknown	1	12	-
10b43fd8	89		unknown	unknown	4	1	-
10b44031	91		unknown	unknown	2	4	-
10b4408c	587		unknown	unknown	1	16	-
10b442d7	173		unknown	unknown	1	5	-
10b44384	66		unknown	unknown	1	2	-
10b443c6	28		unknown	unknown	1	1	-
10b443e2	129		unknown	unknown	1	4	-
10b44463	271		unknown	unknown	1	3	-
10b44572	68		unknown	unknown	1	2	-
10b445b6	244		unknown	unknown	1	1	-
10b446aa	188		unknown	unknown	1	4	-
10b44766	94		unknown	unknown	1	1	-
10b447c4	95		unknown	unknown	3	6	-
10b44823	112		unknown	unknown	1	6	-
10b44893	50		unknown	unknown	1	3	-
10b448c5	22		unknown	unknown	1	1	-
10b448db	786		unknown	unknown	1	15	-
10b44bed	83		unknown	unknown	1	3	-
10b44c40	44		unknown	unknown	1	1	-
10b44c6c	29		unknown	unknown	3	2	-
10b44c89	459		unknown	unknown	1	10	-
10b44e54	277		unknown	unknown	1	8	-
10b44f69	221		unknown	unknown	3	3	-
10b45046	132		unknown	unknown	2	5	-
10b450ca	286		unknown	unknown	4	6	-
10b451e8	859		unknown	unknown	7	13	-
10b45543	279		unknown	unknown	1	2	-
10b4565a	1046		unknown	unknown	1	15	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b45a70	112		unknown	unknown	2	5	-
10b45ae0	301		unknown	unknown	2	7	-
10b45c0d	56		unknown	unknown	2	2	-
10b45c45	546		unknown	unknown	1	15	-
10b45e67	255		unknown	unknown	1	5	-
10b45f66	217		unknown	unknown	1	6	-
10b4603f	374		unknown	unknown	3	8	-
10b461b5	1869		unknown	unknown	1	14	-
10b46902	172		unknown	unknown	1	5	-
10b469ae	234		unknown	unknown	6	12	-
10b46a98	732		unknown	unknown	1	16	-
10b46d74	2261		unknown	unknown	1	34	-
10b47649	243		unknown	unknown	2	8	-
10b4773c	281		unknown	unknown	2	11	-
10b47855	543		unknown	unknown	2	9	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b47a74	130		unknown	unknown	1	3	-
10b47af6	71		unknown	unknown	2	3	-
10b47b3d	67		unknown	unknown	1	3	-
10b47b80	521		unknown	unknown	2	10	-
10b47d89	2396		unknown	unknown	6	28	-
10b486e5	631		unknown	unknown	1	32	-
10b4895c	106		unknown	unknown	2	2	-
10b489c6	526		unknown	unknown	2	7	-
10b48bd4	44		unknown	unknown	1	2	-
10b48c00	505		unknown	unknown	1	14	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b48df9	350		unknown	unknown	1	7	-
10b48f57	263		unknown	unknown	1	11	-
10b4905e	1468		unknown	unknown	1	20	-
10b4961a	251		unknown	unknown	1	5	-
10b49715	1318		unknown	unknown	1	20	-
10b49c3b	1623		unknown	unknown	1	38	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b4a292	665		unknown	unknown	1	14	-
10b4a52b	420		unknown	unknown	1	16	-
10b4a6cf	87		unknown	unknown	1	1	-
10b4a726	922		unknown	unknown	1	23	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b4aac1	341		unknown	unknown	1	13	-
10b4ac16	385		unknown	unknown	1	26	-
10b4ad97	93		unknown	unknown	1	2	-
10b4adf4	95		unknown	unknown	2	1	-
10b4ae53	137		unknown	unknown	1	6	-
10b4aedc	62		unknown	unknown	1	2	-
10b4af1a	13		unknown	unknown	1	1	-
10b4af27	50		unknown	unknown	1	1	-
10b4af59	16		unknown	unknown	7	1	-
10b4af69	16		unknown	unknown	7	1	-
10b4af79	41		unknown	unknown	14	1	-
10b4afa2	33		unknown	unknown	8	0	-
10b4afc3	40		unknown	unknown	9	0	-
10b4afeb	35		unknown	unknown	6	0	-
10b4b00e	16		unknown	unknown	5	1	-
10b4b01e	27		unknown	unknown	2	1	-
10b4b039	16		unknown	unknown	3	1	-
10b4b049	16		unknown	unknown	7	1	-
10b4b059	27		unknown	unknown	3	1	-
10b4b074	16		unknown	unknown	6	1	-
10b4b084	28		unknown	unknown	1	0	-
10b4b0a0	15		unknown	unknown	1	0	-
10b4b0af	12		unknown	unknown	2	0	-
10b4b0bb	2	thunk_FUN_10b4b0c4	thunk	high	3	0	ghidra-resolved thunk: thunk_FUN_10b4b0c4
10b4b0c4	17		unknown	unknown	0	0	-
10b4b0ce	192		unknown	unknown	3	1	-
10b4b18e	51		unknown	unknown	2	2	-
10b4b1c1	142		unknown	unknown	1	3	-
10b4b24f	146		unknown	unknown	1	0	-
10b4b2e1	116		unknown	unknown	2	3	-
10b4b355	73		unknown	unknown	1	1	-
10b4b39e	513		unknown	unknown	1	7	-
10b4b59f	245		unknown	unknown	1	6	-
10b4b694	267		unknown	unknown	1	6	-
10b4b79f	95		unknown	unknown	0	1	-
10b4b7fe	292		unknown	unknown	1	8	-
10b4b922	88		unknown	unknown	8	2	-
10b4b97a	72		unknown	unknown	1	1	-
10b4b9c2	77		unknown	unknown	1	0	-
10b4ba0f	86		unknown	unknown	1	2	-
10b4ba65	13		unknown	unknown	1	1	-
10b4ba72	282		unknown	unknown	1	10	-
10b4bb8c	48		unknown	unknown	1	2	-
10b4bbbc	46		unknown	unknown	1	2	-
10b4bbea	517		unknown	unknown	1	6	-
10b4bdef	73		unknown	unknown	2	2	-
10b4be38	75		unknown	unknown	1	5	-
10b4be83	20		unknown	unknown	1	1	-
10b4be97	81		unknown	unknown	1	1	-
10b4bee8	19		unknown	unknown	1	0	-
10b4befb	397		unknown	unknown	1	6	-
10b4c088	62		unknown	unknown	4	2	-
10b4c0c6	139		unknown	unknown	2	3	-
10b4c151	77		unknown	unknown	2	1	-
10b4c19e	533		unknown	unknown	1	10	-
10b4c3f7	5	thunk_FUN_10bd5a3a	thunk	high	3	0	ghidra-resolved thunk: thunk_FUN_10bd5a3a
10b4c3fc	28		unknown	unknown	1	0	-
10b4c418	70		unknown	unknown	1	4	-
10b4c45e	5	thunk_FUN_10bd3491	thunk	high	2	0	ghidra-resolved thunk: thunk_FUN_10bd3491
10b4c463	12		unknown	unknown	5	0	-
10b4c46f	18		unknown	unknown	1	1	-
10b4c481	43		unknown	unknown	1	2	-
10b4c4ac	203		unknown	unknown	3	4	-
10b4c577	5	thunk_FUN_10bd57dd	thunk	high	2	0	ghidra-resolved thunk: thunk_FUN_10bd57dd
10b4c57c	37		unknown	unknown	1	1	-
10b4c5a1	173		unknown	unknown	2	4	-
10b4c64e	31		unknown	unknown	1	1	-
10b4c66d	67		unknown	unknown	1	1	-
10b4c6b0	114		unknown	unknown	3	0	-
10b4c722	64		unknown	unknown	1	2	-
10b4c762	793		unknown	unknown	5	13	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b4ca7b	166		unknown	unknown	5	6	-
10b4cb21	27		unknown	unknown	4	1	-
10b4cb3c	33		unknown	unknown	8	2	-
10b4cb5d	298		unknown	unknown	1	2	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b4cc87	437		unknown	unknown	8	0	-
10b4ce3c	30		unknown	unknown	6	1	-
10b4ce5a	24		unknown	unknown	2	1	-
10b4ce72	37		unknown	unknown	1	2	-
10b4ce97	49		unknown	unknown	1	2	-
10b4cec8	103		unknown	unknown	2	3	-
10b4cf2f	49		unknown	unknown	1	3	-
10b4cf60	57		unknown	unknown	1	3	-
10b4cf99	1096		unknown	unknown	1	16	-
10b4d3e1	180		unknown	unknown	1	1	-
10b4d495	820		unknown	unknown	2	3	-
10b4d7c9	697		unknown	unknown	1	15	-
10b4da82	280		unknown	unknown	2	2	-
10b4dbaa	18		unknown	unknown	5	1	-
10b4dbbc	2753		unknown	unknown	1	27	-
10b4e6a1	148		unknown	unknown	1	6	-
10b4e735	188		unknown	unknown	5	5	-
10b4e7f1	25		unknown	unknown	4	2	-
10b4e80a	16		unknown	unknown	2	1	-
10b4e81a	369		unknown	unknown	2	6	-
10b4e994	855		unknown	unknown	1	15	-
10b4eceb	422		unknown	unknown	1	9	-
10b4ee91	129		unknown	unknown	1	4	-
10b4ef12	231		unknown	unknown	2	7	-
10b4eff9	205		unknown	unknown	3	7	-
10b4f0c6	197		unknown	unknown	1	3	-
10b4f18b	138		unknown	unknown	2	3	-
10b4f215	13		unknown	unknown	1	1	-
10b4f222	245		unknown	unknown	2	8	-
10b4f317	570		unknown	unknown	1	16	-
10b4f551	354		unknown	unknown	1	8	-
10b4f6b3	653		unknown	unknown	1	9	-
10b4f940	84		unknown	unknown	2	2	-
10b4f994	285		unknown	unknown	1	9	-
10b4fab1	835		unknown	unknown	1	14	-
10b4fdf4	1557		unknown	unknown	1	20	-
10b50409	2026		unknown	unknown	4	31	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b50bf3	80		unknown	unknown	3	2	-
10b50c43	3469		unknown	unknown	1	49	-
10b519d0	2269		unknown	unknown	1	39	-
10b522ad	923		unknown	unknown	5	24	-
10b52648	18		unknown	unknown	8	1	-
10b5265a	414		unknown	unknown	1	9	-
10b527f8	344		unknown	unknown	2	4	-
10b52950	74		unknown	unknown	2	1	-
10b5299a	52		unknown	unknown	1	1	-
10b529ce	40		unknown	unknown	1	1	-
10b529f6	689		unknown	unknown	4	10	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b52ca7	7		unknown	unknown	4	1	-
10b52cae	322		unknown	unknown	1	10	-
10b52df0	251		unknown	unknown	1	3	-
10b52eeb	19		unknown	unknown	1	1	-
10b52efe	25		unknown	unknown	1	2	-
10b52f17	903		unknown	unknown	9	17	-
10b5329e	1614		unknown	unknown	2	19	-
10b538ec	238		unknown	unknown	1	5	-
10b539da	255		unknown	unknown	1	7	-
10b53ad9	299		unknown	unknown	1	5	-
10b53c04	45		unknown	unknown	1	1	-
10b53c31	268		unknown	unknown	5	6	-
10b53d3d	304		unknown	unknown	1	10	-
10b53e6d	1686		unknown	unknown	1	53	-
10b54503	29		unknown	unknown	34	1	-
10b54520	12		unknown	unknown	3	0	-
10b5452c	6		unknown	unknown	1	0	-
10b54532	73		unknown	unknown	2	2	-
10b5457b	54		unknown	unknown	1	0	-
10b545b1	457		unknown	unknown	1	10	-
10b5477a	206		unknown	unknown	2	7	-
10b54848	188		unknown	unknown	3	9	-
10b54904	177		unknown	unknown	5	8	-
10b549b5	38		unknown	unknown	2	1	-
10b549db	52		unknown	unknown	1	0	-
10b54a0f	132		unknown	unknown	2	3	-
10b54a93	104		unknown	unknown	2	4	-
10b54afb	178		unknown	unknown	7	8	-
10b54bad	67		unknown	unknown	1	3	-
10b54bf0	23		unknown	unknown	1	0	-
10b54c07	222		unknown	unknown	1	5	-
10b54ce5	77		unknown	unknown	1	1	-
10b54d32	130		unknown	unknown	6	5	-
10b54db4	60		unknown	unknown	1	0	-
10b54df0	19		unknown	unknown	1	0	-
10b54e03	62		unknown	unknown	1	0	-
10b54e41	66		unknown	unknown	1	0	-
10b54e83	39		unknown	unknown	3	2	-
10b54eaa	41		unknown	unknown	2	1	-
10b54ed3	39		unknown	unknown	1	0	-
10b54efa	63		unknown	unknown	1	2	-
10b54f39	88		unknown	unknown	1	0	-
10b54f91	78		unknown	unknown	2	0	-
10b54fdf	36		unknown	unknown	1	1	-
10b55003	116		unknown	unknown	1	2	-
10b55077	110		unknown	unknown	1	2	-
10b550e5	490		unknown	unknown	1	5	-
10b552cf	254		unknown	unknown	2	1	-
10b553cd	48		unknown	unknown	1	3	-
10b553fd	44		unknown	unknown	1	3	-
10b55429	777		unknown	unknown	2	21	-
10b55732	1676		unknown	unknown	1	18	-
10b55dbe	240		unknown	unknown	1	5	-
10b55eae	1468		unknown	unknown	1	18	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b5646a	294		unknown	unknown	3	10	-
10b56590	345		unknown	unknown	1	7	-
10b566e9	85		unknown	unknown	1	0	-
10b5673e	369		unknown	unknown	1	9	-
10b568af	1129		unknown	unknown	1	18	-
10b56d18	608		unknown	unknown	1	18	-
10b56f78	139		unknown	unknown	2	7	-
10b57003	380		unknown	unknown	1	7	-
10b5717f	1204		unknown	unknown	1	19	-
10b57633	541		unknown	unknown	1	31	-
10b57850	39		unknown	unknown	3	0	-
10b57877	46		unknown	unknown	2	2	-
10b578a5	48		unknown	unknown	3	0	-
10b578d5	59		unknown	unknown	2	1	-
10b57910	97		unknown	unknown	1	1	-
10b57971	63		unknown	unknown	12	0	-
10b579b0	17		unknown	unknown	4	0	-
10b579c1	15		unknown	unknown	3	0	-
10b579d0	102		unknown	unknown	4	1	-
10b57a36	33		unknown	unknown	2	1	-
10b57a57	46		unknown	unknown	2	2	-
10b57a85	456		unknown	unknown	4	4	-
10b57c4d	54		unknown	unknown	1	0	-
10b57c83	766		unknown	unknown	1	7	-
10b57f81	168		unknown	unknown	1	1	-
10b58029	547		unknown	unknown	3	8	-
10b5824c	76		unknown	unknown	1	1	-
10b58298	38		unknown	unknown	1	0	-
10b582be	49		unknown	unknown	1	1	-
10b582ef	132		unknown	unknown	2	1	-
10b58373	39		unknown	unknown	0	2	-
10b5839a	141		unknown	unknown	0	3	-
10b58427	19		unknown	unknown	0	0	-
10b5843a	56		unknown	unknown	2	0	-
10b58472	67		unknown	unknown	1	2	str:__$ArrayPad
10b584b5	13		unknown	unknown	0	0	-
10b584c2	144		unknown	unknown	0	1	-
10b58552	1129		unknown	unknown	1	7	-
10b589bb	796		unknown	unknown	2	12	-
10b58cd7	175		unknown	unknown	1	4	-
10b58f60	198		unknown	unknown	1	5	-
10b59026	8		unknown	unknown	1	0	-
10b5902e	99		unknown	unknown	1	3	str:.rtc$TMZ | .rtc$IMZ | CONST
10b59091	284		unknown	unknown	1	11	str:CONST
10b591ad	297		unknown	unknown	1	7	str:rtcName$ | %s%s%d
10b592d6	731		unknown	unknown	1	8	str:$rtcFrameData | $rtcVarDesc
10b595b1	63		unknown	unknown	2	1	-
10b595f0	51		unknown	unknown	1	2	-
10b59623	594		unknown	unknown	1	15	str:_RTC_AllocaHelper@12 | __$AllocaPad$
10b59875	47		unknown	unknown	1	1	-
10b598a4	77		unknown	unknown	1	1	str:.rtc$TMZ | .rtc$IMZ
10b598f1	154		unknown	unknown	2	7	-
10b5998b	87		unknown	unknown	1	1	-
10b599e2	227		unknown	unknown	1	13	-
10b59ac5	63		unknown	unknown	1	2	-
10b59b04	1116		unknown	unknown	1	14	-
10b59f60	521		unknown	unknown	1	9	-
10b5a169	61		unknown	unknown	1	1	-
10b5a1a6	86		unknown	unknown	1	0	-
10b5a1fc	65		unknown	unknown	2	3	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b5a23d	194		unknown	unknown	1	7	-
10b5a2ff	29		unknown	unknown	2	0	-
10b5a31c	69		unknown	unknown	4	1	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b5a361	56		unknown	unknown	1	1	-
10b5a399	51		unknown	unknown	1	0	-
10b5a3cc	51		unknown	unknown	4	1	-
10b5a3ff	54		unknown	unknown	4	0	-
10b5a435	56		unknown	unknown	1	0	-
10b5a46d	56		unknown	unknown	1	0	-
10b5a4a5	31		unknown	unknown	1	1	-
10b5a4c4	38		unknown	unknown	1	0	-
10b5a4ea	116		unknown	unknown	1	6	-
10b5a55e	112		unknown	unknown	1	6	-
10b5a5ce	84		unknown	unknown	4	4	-
10b5a622	65		unknown	unknown	2	2	-
10b5a6d0	597		unknown	unknown	2	8	-
10b5a99b	249		unknown	unknown	7	7	-
10b5a9b1	262		unknown	unknown	7	3	-
10b5aab7	91		unknown	unknown	1	2	-
10b5ab12	88		unknown	unknown	1	3	-
10b5ab6a	114		unknown	unknown	1	0	-
10b5abdc	33		unknown	unknown	1	3	-
10b5abfd	147		unknown	unknown	3	4	-
10b5ac90	414		unknown	unknown	4	4	-
10b5ae2e	74		unknown	unknown	3	2	-
10b5ae78	51		unknown	unknown	3	3	-
10b5aeab	304		unknown	unknown	14	8	-
10b5afdb	216		unknown	unknown	1	7	-
10b5b0b3	59		unknown	unknown	3	3	-
10b5b0ee	177		unknown	unknown	2	3	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b5b1a0	79		unknown	unknown	2	2	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b5b1ef	58		unknown	unknown	8	4	-
10b5b229	57		unknown	unknown	2	3	-
10b5b262	917		unknown	unknown	1	23	-
10b5b5f7	29		unknown	unknown	1	1	-
10b5b614	139		unknown	unknown	4	3	-
10b5b69f	47		unknown	unknown	1	0	-
10b5b6ce	38		unknown	unknown	1	0	-
10b5b6f4	148		unknown	unknown	1	1	-
10b5b788	27		unknown	unknown	1	0	-
10b5b7a3	49		unknown	unknown	1	1	-
10b5b7d4	153		unknown	unknown	1	3	-
10b5b86d	34		unknown	unknown	1	0	-
10b5b88f	335		unknown	unknown	2	0	-
10b5b9de	147		unknown	unknown	1	0	-
10b5ba71	509		unknown	unknown	1	1	-
10b5bc6e	541		unknown	unknown	1	1	-
10b5be8b	33		unknown	unknown	1	0	-
10b5beac	216		unknown	unknown	1	4	-
10b5bf84	42		unknown	unknown	3	0	-
10b5bfae	18		unknown	unknown	13	0	-
10b5bfc0	123		unknown	unknown	2	3	-
10b5c03b	48		unknown	unknown	1	3	-
10b5c06b	60		unknown	unknown	5	0	-
10b5c0a7	29		unknown	unknown	2	0	-
10b5c0c4	28		unknown	unknown	1	0	-
10b5c0e0	272		unknown	unknown	1	6	-
10b5c1f0	1416		unknown	unknown	3	6	-
10b5c778	261		unknown	unknown	2	2	-
10b5c87d	126		unknown	unknown	2	6	-
10b5c8fb	96		unknown	unknown	6	1	str:__$ReturnUdt
10b5c95b	50		unknown	unknown	5	0	-
10b5c98d	66		unknown	unknown	2	0	-
10b5c9cf	43		unknown	unknown	3	1	-
10b5c9fa	51		unknown	unknown	3	1	str:EH/UDT conflict
10b5ca2d	117		unknown	unknown	1	0	-
10b5caa2	315		unknown	unknown	1	1	-
10b5cbdd	175		unknown	unknown	1	4	-
10b5cc8c	77		unknown	unknown	6	0	-
10b5ccd9	201		unknown	unknown	1	1	-
10b5cda2	275		unknown	unknown	2	3	-
10b5ceb5	137		unknown	unknown	1	3	-
10b5cf3e	69		unknown	unknown	2	1	-
10b5cf83	81		unknown	unknown	5	3	-
10b5cfd4	504		unknown	unknown	1	15	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b5d1cc	228		unknown	unknown	3	1	-
10b5d2b0	165		unknown	unknown	2	2	-
10b5d355	276		unknown	unknown	1	0	-
10b5d469	148		unknown	unknown	1	0	-
10b5d4fd	81		unknown	unknown	1	3	-
10b5d54e	225		unknown	unknown	1	0	-
10b5d62f	289		unknown	unknown	1	0	-
10b5d750	576		unknown	unknown	2	10	-
10b5d990	78		unknown	unknown	1	0	-
10b5d9de	81		unknown	unknown	1	1	-
10b5da2f	573		unknown	unknown	1	1	-
10b5dc6c	114		unknown	unknown	1	0	-
10b5dcde	142		unknown	unknown	2	2	-
10b5dd6c	240		unknown	unknown	2	2	-
10b5de5c	38		unknown	unknown	3	1	-
10b5de82	230		unknown	unknown	5	2	-
10b5df68	114		unknown	unknown	2	1	-
10b5dfda	32		unknown	unknown	1	1	-
10b5dffa	310		unknown	unknown	1	2	-
10b5e130	30		unknown	unknown	1	2	-
10b5e14e	894		unknown	unknown	1	19	-
10b5e4cc	101		unknown	unknown	1	3	-
10b5e531	284		unknown	unknown	2	8	-
10b5e64d	88		unknown	unknown	3	2	-
10b5e6a5	768		unknown	unknown	3	8	-
10b5e9a5	607		unknown	unknown	1	9	str:will cause C4714 | Global opts off | Global opts on
10b5ec04	1092		unknown	unknown	2	6	-
10b5f048	633		unknown	unknown	1	15	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b5f2c2	203		unknown	unknown	2	3	-
10b5f38d	56		unknown	unknown	4	1	-
10b5f3c5	47		unknown	unknown	1	1	-
10b5f3f4	1899		unknown	unknown	2	15	-
10b5fb5f	377		unknown	unknown	3	5	str:EH/Global opts conflict
10b5fcd8	1038		unknown	unknown	1	6	-
10b600e6	1062		unknown	unknown	1	8	-
10b60535	380		unknown	unknown	1	10	-
10b606b1	118		unknown	unknown	4	3	-
10b60727	521		unknown	unknown	3	13	-
10b60930	358		unknown	unknown	1	7	str:INL:\t!!! InlBadCandidate said not to in
10b60a96	856		unknown	unknown	1	9	-
10b60dee	216		unknown	unknown	1	3	-
10b60ec6	1095		unknown	unknown	1	24	-
10b6130d	938		unknown	unknown	1	19	-
10b616b7	149		unknown	unknown	1	3	-
10b6174c	1504		unknown	unknown	1	39	-
10b61d2c	437		unknown	unknown	1	10	-
10b61ee1	539		unknown	unknown	2	16	-
10b620fc	814		unknown	unknown	1	24	str:%s (linear flow)\n | INL:\tInlining %s (%d instrs) into  | SEH/EH conflict
10b6242a	587		unknown	unknown	1	6	-
10b62675	464		unknown	unknown	1	11	str:ERR:\t%s has been edited; Pogo disabled\
10b62845	26		unknown	unknown	4	0	-
10b6285f	67		unknown	unknown	1	1	-
10b628a2	26		unknown	unknown	2	0	-
10b628bc	12		unknown	unknown	1	0	-
10b628c8	30		unknown	unknown	21	0	-
10b628e6	10		unknown	unknown	2	0	-
10b628f0	191		unknown	unknown	4	0	-
10b629af	187		unknown	unknown	2	0	-
10b62a6a	41		unknown	unknown	3	2	-
10b62a93	299		unknown	unknown	8	0	-
10b62bbe	177		unknown	unknown	1	2	-
10b62c6f	81		unknown	unknown	2	2	-
10b62cc0	19		unknown	unknown	2	1	-
10b62cd3	19		unknown	unknown	1	1	-
10b62ce6	367		unknown	unknown	1	0	-
10b62e55	98		unknown	unknown	2	3	-
10b62eb7	29		unknown	unknown	1	0	-
10b62ed4	20		unknown	unknown	1	0	-
10b62ee8	99		unknown	unknown	1	1	-
10b62f4b	688		unknown	unknown	1	12	-
